nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Dan Reichenbach	Corporate	United States	New York City	New York	10035	East	TEC-AC-10002800	Technology	Accessories	Plantronics Audio 478 Stereo USB Headset	249.95	5	0	87.4825
Andrew Allen	Consumer	United States	Detroit	Michigan	48234	Central	TEC-AC-10003911	Technology	Accessories	NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router	479.97	3	0	163.1898
Linda Cazamias	Corporate	United States	Pasadena	Texas	77506	Central	TEC-AC-10004571	Technology	Accessories	Logitech G700s Rechargeable Gaming Mouse	159.984	2	0.2	43.9956
Andrew Allen	Consumer	United States	Detroit	Michigan	48234	Central	TEC-PH-10002170	Technology	Phones	ClearSounds CSC500 Amplified Spirit Phone Corded phone	209.97	3	0	58.7916
Dan Reichenbach	Corporate	United States	New York City	New York	10035	East	TEC-PH-10003442	Technology	Phones	Samsung Replacement EH64AVFWE Premium Headset	33	6	0	8.25
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	FUR-TA-10001307	Furniture	Tables	SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black	244.615	1	0.3	20.967
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	OFF-BI-10000174	Office Supplies	Binders	Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear	29	5	0	13.92
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	OFF-FA-10000735	Office Supplies	Fasteners	Staples	11.68	4	0	5.256
Elizabeth Moffitt	Corporate	United States	Hollywood	Florida	33021	South	OFF-LA-10002473	Office Supplies	Labels	Avery 484	9.216	4	0.2	3.3408
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	OFF-PA-10000675	Office Supplies	Paper	Xerox 1919	122.97	3	0	60.2553
Sung Shariari	Consumer	United States	Dallas	Texas	75220	Central	OFF-PA-10002615	Office Supplies	Paper	Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled	3.528	1	0.2	1.1466
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	OFF-PA-10002666	Office Supplies	Paper	Southworth 25% Cotton Linen-Finish Paper & Envelopes	81.54	9	0	36.693
Todd Boyes	Corporate	United States	Houston	Texas	77041	Central	OFF-PA-10004353	Office Supplies	Paper	Southworth 25% Cotton Premium Laser Paper and Envelopes	79.92	5	0.2	27.972
Sung Shariari	Consumer	United States	Dallas	Texas	75220	Central	OFF-PA-10004971	Office Supplies	Paper	Xerox 196	4.624	1	0.2	1.6762
Todd Boyes	Corporate	United States	Houston	Texas	77041	Central	OFF-ST-10003572	Office Supplies	Storage	Portfile Personal File Boxes	14.16	1	0.2	1.062
Sung Shariari	Consumer	United States	Dallas	Texas	75220	Central	OFF-SU-10004261	Office Supplies	Supplies	Fiskars 8" Scissors, 2/Pack	55.168	4	0.2	6.2064
Sung Shariari	Consumer	United States	Dallas	Texas	75220	Central	OFF-SU-10004498	Office Supplies	Supplies	Martin-Yale Premier Letter Opener	51.52	5	0.2	-10.948
Ted Butterfield	Consumer	United States	Quincy	Massachusetts	2169	East	TEC-PH-10000011	Technology	Phones	PureGear Roll-On Screen Protector	59.97	3	0	28.7856
Tom Prescott	Consumer	United States	Dallas	Texas	75081	Central	FUR-BO-10003159	Furniture	Bookcases	Sauder Camden County Collection Libraries, Planked Cherry Finish	156.3728	2	0.32	-52.8908
Tom Prescott	Consumer	United States	Dallas	Texas	75081	Central	OFF-BI-10000050	Office Supplies	Binders	Angle-D Binders with Locking Rings, Label Holders	13.14	9	0.8	-21.681
Tom Prescott	Consumer	United States	Dallas	Texas	75081	Central	OFF-BI-10002414	Office Supplies	Binders	GBC ProClick Spines for 32-Hole Punch	10.024	4	0.8	-16.5396
Edward Becker	Corporate	United States	Cincinnati	Ohio	45231	East	OFF-BI-10004099	Office Supplies	Binders	GBC VeloBinder Strips	18.432	8	0.7	-12.288
Chad Sievert	Consumer	United States	Englewood	Colorado	80112	West	OFF-PA-10002246	Office Supplies	Paper	Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book	15.48	3	0.2	5.6115
Chad Sievert	Consumer	United States	Englewood	Colorado	80112	West	TEC-PH-10002890	Technology	Phones	AT&T 17929 Lendline Telephone	108.576	3	0.2	8.1432
George Bell	Corporate	United States	Philadelphia	Pennsylvania	19120	East	FUR-BO-10002853	Furniture	Bookcases	O'Sullivan 5-Shelf Heavy-Duty Bookcases	163.88	4	0.5	-81.94
George Bell	Corporate	United States	Philadelphia	Pennsylvania	19120	East	FUR-TA-10004152	Furniture	Tables	Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf	241.92	4	0.4	-56.448
George Bell	Corporate	United States	Philadelphia	Pennsylvania	19120	East	OFF-BI-10002071	Office Supplies	Binders	Fellowes Black Plastic Comb Bindings	3.486	2	0.7	-2.7888
Rick Bensley	Home Office	United States	Chicago	Illinois	60610	Central	OFF-BI-10002609	Office Supplies	Binders	Avery Hidden Tab Dividers for Binding Systems	1.788	3	0.8	-3.0396
George Bell	Corporate	United States	Philadelphia	Pennsylvania	19120	East	OFF-FA-10000053	Office Supplies	Fasteners	Revere Boxed Rubber Bands by Revere	10.584	7	0.2	-2.3814
Rick Bensley	Home Office	United States	Chicago	Illinois	60610	Central	OFF-PA-10003256	Office Supplies	Paper	Avery Personal Creations Heavyweight Cards	64.624	7	0.2	22.6184
Adam Bellavance	Home Office	United States	Concord	New Hampshire	3301	East	OFF-SU-10000381	Office Supplies	Supplies	Acme Forged Steel Scissors with Black Enamel Handles	27.93	3	0	8.0997
Rick Bensley	Home Office	United States	Chicago	Illinois	60610	Central	TEC-AC-10001767	Technology	Accessories	SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card	95.976	3	0.2	-10.7973
Meg O'Connel	Home Office	United States	New York City	New York	10024	East	TEC-PH-10003442	Technology	Phones	Samsung Replacement EH64AVFWE Premium Headset	22	4	0	5.5
Patrick O'Brill	Consumer	United States	Philadelphia	Pennsylvania	19143	East	FUR-CH-10003312	Furniture	Chairs	Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs	786.744	4	0.3	-258.5016
Bruce Geld	Consumer	United States	Los Angeles	California	90008	West	FUR-FU-10000672	Furniture	Furnishings	Executive Impressions 10" Spectator Wall Clock	47.04	4	0	15.9936
Patrick O'Brill	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10001524	Office Supplies	Binders	GBC Premium Transparent Covers with Diagonal Lined Pattern	37.764	6	0.7	-27.6936
Patrick O'Brill	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-LA-10001074	Office Supplies	Labels	Round Specialty Laser Printer Labels	100.24	10	0.2	33.831
Patrick O'Brill	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-ST-10000675	Office Supplies	Storage	File Shuttle II and Handi-File, Black	54.224	2	0.2	3.389
Patrick O'Brill	Consumer	United States	Philadelphia	Pennsylvania	19143	East	TEC-PH-10003645	Technology	Phones	Aastra 57i VoIP phone	290.898	3	0.4	-67.8762
Bruce Geld	Consumer	United States	Los Angeles	California	90008	West	TEC-PH-10004908	Technology	Phones	Panasonic KX TS3282W Corded phone	339.96	5	0.2	42.495
Theone Pippenger	Consumer	United States	Waco	Texas	76706	Central	OFF-ST-10001580	Office Supplies	Storage	Super Decoflex Portable Personal File	23.968	2	0.2	2.3968
Patrick Gardner	Consumer	United States	New York City	New York	10011	East	FUR-FU-10004864	Furniture	Furnishings	Howard Miller 14-1/2" Diameter Chrome Round Wall Clock	191.82	3	0	61.3824
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	OFF-AP-10002457	Office Supplies	Appliances	Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red	376.74	4	0.1	71.162
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	OFF-AR-10004999	Office Supplies	Art	Newell 315	11.96	2	0	2.99
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	OFF-BI-10000320	Office Supplies	Binders	GBC Plastic Binding Combs	29.52	4	0	14.4648
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	OFF-BI-10001116	Office Supplies	Binders	Wilson Jones 1" Hanging DublLock Ring Binders	26.4	5	0	12.672
Adam Bellavance	Home Office	United States	New York City	New York	10009	East	OFF-BI-10002160	Office Supplies	Binders	Acco Hanging Data Binders	3.048	1	0.2	1.0668
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	OFF-BI-10004728	Office Supplies	Binders	Wilson Jones Turn Tabs Binder Tool for Ring Binders	24.1	5	0	11.086
Adam Bellavance	Home Office	United States	New York City	New York	10009	East	OFF-BI-10004995	Office Supplies	Binders	GBC DocuBind P400 Electric Binding System	4355.168	4	0.2	1415.4296
Cynthia Voltz	Corporate	United States	San Francisco	California	94110	West	OFF-EN-10001335	Office Supplies	Envelopes	White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes	21.88	2	0	10.94
Laurel Beltran	Home Office	United States	Huntington Beach	California	92646	West	OFF-EN-10002500	Office Supplies	Envelopes	Globe Weis Peel & Seel First Class Envelopes	12.78	1	0	5.751
Dean Katz	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-FA-10002780	Office Supplies	Fasteners	Staples	16.688	7	0.2	5.4236
Adam Bellavance	Home Office	United States	New York City	New York	10009	East	OFF-PA-10001970	Office Supplies	Paper	Xerox 1881	24.56	2	0	11.5432
Adam Bellavance	Home Office	United States	New York City	New York	10009	East	OFF-PA-10001970	Office Supplies	Paper	Xerox 1881	49.12	4	0	23.0864
Dean Katz	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-PA-10004675	Office Supplies	Paper	Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"	30.48	6	0.2	9.906
Patrick Gardner	Consumer	United States	New York City	New York	10011	East	OFF-SU-10001574	Office Supplies	Supplies	Acme Value Line Scissors	10.95	3	0	3.285
Adam Bellavance	Home Office	United States	New York City	New York	10009	East	TEC-AC-10000290	Technology	Accessories	Sabrent 4-Port USB 2.0 Hub	6.79	1	0	2.3086
Patrick Gardner	Consumer	United States	New York City	New York	10011	East	TEC-AC-10001432	Technology	Accessories	Enermax Aurora Lite Keyboard	468.9	6	0	206.316
Patrick Gardner	Consumer	United States	New York City	New York	10011	East	TEC-AC-10003399	Technology	Accessories	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	72.48	2	0	30.4416
Dean Katz	Corporate	United States	Philadelphia	Pennsylvania	19140	East	TEC-PH-10002293	Technology	Phones	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	23.988	2	0.4	-4.7976
Joseph Airdo	Consumer	United States	Detroit	Michigan	48227	Central	TEC-PH-10002365	Technology	Phones	Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S	8.78	1	0	2.2828
Becky Martin	Consumer	United States	Des Moines	Washington	98198	West	FUR-CH-10003061	Furniture	Chairs	Global Leather Task Chair, Black	215.976	3	0.2	-2.6997
Tom Ashbrook	Home Office	United States	Chicago	Illinois	60653	Central	FUR-FU-10000277	Furniture	Furnishings	Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting	84.272	2	0.6	-75.8448
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	FUR-FU-10001889	Furniture	Furnishings	Ultra Door Pull Handle	94.68	9	0	31.2444
Karen Daniels	Consumer	United States	New York City	New York	10024	East	FUR-FU-10001967	Furniture	Furnishings	Telescoping Adjustable Floor Lamp	39.98	2	0	9.995
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	FUR-TA-10001539	Furniture	Tables	Chromcraft Rectangular Conference Tables	568.728	3	0.2	28.4364
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	FUR-TA-10001768	Furniture	Tables	Hon Racetrack Conference Tables	472.518	3	0.4	-149.6307
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-AP-10000159	Office Supplies	Appliances	Belkin F9M820V08 8 Outlet Surge	309.456	9	0.2	34.8138
Karen Daniels	Consumer	United States	New York City	New York	10024	East	OFF-AR-10002240	Office Supplies	Art	Panasonic KP-150 Electric Pencil Sharpener	75.48	2	0	19.6248
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-AR-10003560	Office Supplies	Art	Zebra Zazzle Fluorescent Highlighters	19.456	4	0.2	3.4048
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	OFF-AR-10004752	Office Supplies	Art	Blackstonian Pencils	18.69	7	0	5.2332
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-BI-10000014	Office Supplies	Binders	Heavy-Duty E-Z-D Binders	22.911	7	0.7	-17.5651
Ross DeVincentis	Home Office	United States	Houston	Texas	77070	Central	OFF-BI-10001132	Office Supplies	Binders	Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11"	8.608	8	0.8	-13.3424
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	OFF-BI-10001553	Office Supplies	Binders	SpineVue Locking Slant-D Ring Binders by Cardinal	7.312	1	0.2	2.5592
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-BI-10003166	Office Supplies	Binders	GBC Plasticlear Binding Covers	17.22	5	0.7	-12.628
Sonia Sunley	Consumer	United States	Madison	Wisconsin	53711	Central	OFF-BI-10004970	Office Supplies	Binders	ACCOHIDE 3-Ring Binder, Blue, 1"	8.26	2	0	3.8822
Becky Martin	Consumer	United States	Des Moines	Washington	98198	West	OFF-EN-10003567	Office Supplies	Envelopes	Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10" x 13" , 100/Box	65.94	3	0	30.9918
Sonia Sunley	Consumer	United States	Madison	Wisconsin	53711	Central	OFF-FA-10002676	Office Supplies	Fasteners	Colored Push Pins	1.81	1	0	0.6516
Rob Lucas	Consumer	United States	Chicago	Illinois	60623	Central	OFF-LA-10000240	Office Supplies	Labels	Self-Adhesive Address Labels for Typewriters by Universal	29.24	5	0.2	9.8685
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	OFF-ST-10000321	Office Supplies	Storage	Akro Stacking Bins	23.67	3	0	0.9468
Rob Lucas	Consumer	United States	Chicago	Illinois	60623	Central	OFF-ST-10002485	Office Supplies	Storage	Rogers Deluxe File Chest	35.168	2	0.2	-8.3524
Sam Zeldin	Home Office	United States	San Francisco	California	94122	West	OFF-ST-10003455	Office Supplies	Storage	Tenex File Box, Personal Filing Tote with Lid, Black	46.53	3	0	12.0978
Ross DeVincentis	Home Office	United States	Houston	Texas	77070	Central	TEC-AC-10001714	Technology	Accessories	Logitech MX Performance Wireless Mouse	159.56	5	0.2	33.9065
Joe Elijah	Consumer	United States	Charlotte	North Carolina	28205	South	TEC-AC-10002049	Technology	Accessories	Plantronics Savi W720 Multi-Device Wireless Headset System	1012.68	3	0.2	303.804
Toby Gnade	Consumer	United States	Des Moines	Washington	98198	West	TEC-CO-10002095	Technology	Copiers	Hewlett Packard 610 Color Digital Copier / Printer	999.98	2	0	449.991
Rob Lucas	Consumer	United States	Chicago	Illinois	60623	Central	TEC-MA-10003230	Technology	Machines	Okidata C610n Printer	1362.9	3	0.3	-19.47
Lena Radford	Consumer	United States	Los Angeles	California	90036	West	TEC-PH-10001530	Technology	Phones	Cisco Unified IP Phone 7945G VoIP phone	1091.168	4	0.2	68.198
Herbert Flentye	Consumer	United States	Baltimore	Maryland	21215	East	FUR-BO-10003159	Furniture	Bookcases	Sauder Camden County Collection Libraries, Planked Cherry Finish	344.94	3	0	31.0446
Rob Beeghly	Consumer	United States	Chicago	Illinois	60610	Central	FUR-BO-10003894	Furniture	Bookcases	Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black	198.744	4	0.3	0
Herbert Flentye	Consumer	United States	Baltimore	Maryland	21215	East	FUR-FU-10002364	Furniture	Furnishings	Eldon Expressions Wood Desk Accessories, Oak	14.76	2	0	4.2804
Julie Kriz	Home Office	United States	Aurora	Illinois	60505	Central	FUR-FU-10003394	Furniture	Furnishings	Tenex "The Solids" Textured Chair Mats	83.952	3	0.6	-90.2484
Craig Yedwab	Corporate	United States	Monroe	Louisiana	71203	South	OFF-BI-10000014	Office Supplies	Binders	Heavy-Duty E-Z-D Binders	87.28	8	0	41.0216
Paul Knutson	Home Office	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10000545	Office Supplies	Binders	GBC Ibimaster 500 Manual ProClick Binding System	1141.47	5	0.7	-760.98
Herbert Flentye	Consumer	United States	Baltimore	Maryland	21215	East	OFF-BI-10003350	Office Supplies	Binders	Acco Expandable Hanging Binders	12.76	2	0	5.8696
Carlos Soltero	Consumer	United States	Chicago	Illinois	60610	Central	OFF-BI-10004236	Office Supplies	Binders	XtraLife ClearVue Slant-D Ring Binder, White, 3"	8.808	3	0.8	-14.9736
Herbert Flentye	Consumer	United States	Baltimore	Maryland	21215	East	OFF-LA-10004093	Office Supplies	Labels	Avery 486	58.48	8	0	27.4856
Matt Hagelstein	Corporate	United States	Cincinnati	Ohio	45231	East	OFF-PA-10002246	Office Supplies	Paper	Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book	30.96	6	0.2	11.223
Filia McAdams	Corporate	United States	Middletown	Connecticut	6457	East	OFF-PA-10002713	Office Supplies	Paper	Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”	48.16	7	0	22.1536
Jennifer Jackson	Consumer	United States	Waukesha	Wisconsin	53186	Central	OFF-ST-10000918	Office Supplies	Storage	Crate-A-Files	54.5	5	0	14.17
Paul Knutson	Home Office	United States	Philadelphia	Pennsylvania	19143	East	TEC-PH-10002496	Technology	Phones	Cisco SPA301	280.782	3	0.4	-46.797
Ionia McGrath	Consumer	United States	San Francisco	California	94122	West	FUR-FU-10000260	Furniture	Furnishings	6" Cubicle Wall Clock, Black	24.27	3	0	8.7372
Anna Andreadi	Consumer	United States	Georgetown	Kentucky	40324	South	FUR-FU-10003347	Furniture	Furnishings	Coloredge Poster Frame	42.6	3	0	16.614
Christina VanderZanden	Consumer	United States	New York City	New York	10011	East	FUR-FU-10004748	Furniture	Furnishings	Howard Miller 16" Diameter Gallery Wall Clock	63.94	1	0	24.9366
Delfina Latchford	Consumer	United States	Knoxville	Tennessee	37918	South	OFF-AP-10001205	Office Supplies	Appliances	Belkin 5 Outlet SurgeMaster Power Centers	87.168	2	0.2	8.7168
Ivan Liston	Consumer	United States	Houston	Texas	77041	Central	OFF-AR-10001044	Office Supplies	Art	BOSTON Ranger #55 Pencil Sharpener, Black	62.376	3	0.2	7.0173
Ivan Liston	Consumer	United States	Houston	Texas	77041	Central	OFF-AR-10002804	Office Supplies	Art	Faber Castell Col-Erase Pencils	3.912	1	0.2	1.0269
Delfina Latchford	Consumer	United States	Knoxville	Tennessee	37918	South	OFF-AR-10002987	Office Supplies	Art	Prismacolor Color Pencil Set	31.744	2	0.2	8.3328
Anna Andreadi	Consumer	United States	Georgetown	Kentucky	40324	South	OFF-AR-10003469	Office Supplies	Art	Nontoxic Chalk	5.28	3	0	2.5344
Anna Andreadi	Consumer	United States	Georgetown	Kentucky	40324	South	OFF-BI-10000315	Office Supplies	Binders	Poly Designer Cover & Back	113.94	6	0	54.6912
Christina VanderZanden	Consumer	United States	New York City	New York	10011	East	OFF-BI-10001460	Office Supplies	Binders	Plastic Binding Combs	60.6	5	0.2	20.4525
Mick Brown	Consumer	United States	Springfield	Missouri	65807	Central	OFF-EN-10003286	Office Supplies	Envelopes	Staple envelope	16.56	2	0	7.7832
Jeremy Pistek	Consumer	United States	Jonesboro	Arkansas	72401	South	OFF-PA-10001357	Office Supplies	Paper	Xerox 1886	239.5	5	0	114.96
Delfina Latchford	Consumer	United States	Knoxville	Tennessee	37918	South	OFF-PA-10002195	Office Supplies	Paper	RSVP Cards & Envelopes, Blank White, 8-1/2" X 11", 24 Cards/25 Envelopes/Set	12.192	3	0.2	4.1148
